ecosystem_type,data_type,year,var,group,old_var,value,units
lake,lake_ppr,2010,PPR,WLB,WLB PPR (mgC/m2/d),24.19775014,mgC/m2/d
lake,lake_ppr,2011,PPR,FRX,FRX PPR (mgC/m2/d),25.98114455,mgC/m2/d
lake,lake_ppr,2011,PPR,HOR,HOR PPR (mgC/m2/d),16.94905004,mgC/m2/d
lake,lake_ppr,2011,PPR,ELB,ELB PPR (mgC/m2/d),15.61941031,mgC/m2/d
lake,lake_ppr,2011,PPR,WLB,WLB PPR (mgC/m2/d),21.05376777,mgC/m2/d
lake,lake_ppr,2012,PPR,FRX,FRX PPR (mgC/m2/d),12.37136846,mgC/m2/d
lake,lake_ppr,2012,PPR,HOR,HOR PPR (mgC/m2/d),4.586128852,mgC/m2/d
lake,lake_ppr,2012,PPR,ELB,ELB PPR (mgC/m2/d),15.59945194,mgC/m2/d
lake,lake_ppr,2012,PPR,WLB,WLB PPR (mgC/m2/d),30.51220192,mgC/m2/d
lake,lake_ppr,2013,PPR,FRX,FRX PPR (mgC/m2/d),13.91654574,mgC/m2/d
lake,lake_ppr,2013,PPR,HOR,HOR PPR (mgC/m2/d),,mgC/m2/d
lake,lake_ppr,2013,PPR,ELB,ELB PPR (mgC/m2/d),15.33343853,mgC/m2/d
lake,lake_ppr,2013,PPR,WLB,WLB PPR (mgC/m2/d),23.37075723,mgC/m2/d
lake,underwater_par,1988,uw_par,FRX,FRX UwPAR,,µmol photons/m2/s
lake,underwater_par,1988,uw_par,HOR,HOR UwPAR,,µmol photons/m2/s
lake,underwater_par,1988,uw_par,ELB,ELB UwPAR,,µmol photons/m2/s
lake,underwater_par,1988,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s
lake,underwater_par,1989,uw_par,FRX,FRX UwPAR,,µmol photons/m2/s
lake,underwater_par,1989,uw_par,HOR,HOR UwPAR,,µmol photons/m2/s
lake,underwater_par,1989,uw_par,ELB,ELB UwPAR,,µmol photons/m2/s
lake,underwater_par,1989,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s
lake,underwater_par,1990,uw_par,FRX,FRX UwPAR,,µmol photons/m2/s
lake,underwater_par,1990,uw_par,HOR,HOR UwPAR,,µmol photons/m2/s
lake,underwater_par,1990,uw_par,ELB,ELB UwPAR,,µmol photons/m2/s
lake,underwater_par,1990,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s
lake,underwater_par,1991,uw_par,FRX,FRX UwPAR,,µmol photons/m2/s
lake,underwater_par,1991,uw_par,HOR,HOR UwPAR,,µmol photons/m2/s
lake,underwater_par,1991,uw_par,ELB,ELB UwPAR,,µmol photons/m2/s
lake,underwater_par,1991,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s
lake,underwater_par,1992,uw_par,FRX,FRX UwPAR,,µmol photons/m2/s
lake,underwater_par,1992,uw_par,HOR,HOR UwPAR,,µmol photons/m2/s
lake,underwater_par,1992,uw_par,ELB,ELB UwPAR,,µmol photons/m2/s
lake,underwater_par,1992,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s
lake,underwater_par,1993,uw_par,FRX,FRX UwPAR,,µmol photons/m2/s
lake,underwater_par,1993,uw_par,HOR,HOR UwPAR,,µmol photons/m2/s
lake,underwater_par,1993,uw_par,ELB,ELB UwPAR,,µmol photons/m2/s
lake,underwater_par,1993,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s
lake,underwater_par,1994,uw_par,FRX,FRX UwPAR,0.408,µmol photons/m2/s
lake,underwater_par,1994,uw_par,HOR,HOR UwPAR,3.419666667,µmol photons/m2/s
lake,underwater_par,1994,uw_par,ELB,ELB UwPAR,10.80725,µmol photons/m2/s
lake,underwater_par,1994,uw_par,WLB,WLB UwPAR,11.7675,µmol photons/m2/s
lake,underwater_par,1995,uw_par,FRX,FRX UwPAR,1.278,µmol photons/m2/s
lake,underwater_par,1995,uw_par,HOR,HOR UwPAR,1.161,µmol photons/m2/s
lake,underwater_par,1995,uw_par,ELB,ELB UwPAR,7.622,µmol photons/m2/s
lake,underwater_par,1995,uw_par,WLB,WLB UwPAR,8.936,µmol photons/m2/s
lake,underwater_par,1996,uw_par,FRX,FRX UwPAR,1.5435,µmol photons/m2/s
lake,underwater_par,1996,uw_par,HOR,HOR UwPAR,0.7815,µmol photons/m2/s
lake,underwater_par,1996,uw_par,ELB,ELB UwPAR,10.997,µmol photons/m2/s
lake,underwater_par,1996,uw_par,WLB,WLB UwPAR,19.061,µmol photons/m2/s
lake,underwater_par,1997,uw_par,FRX,FRX UwPAR,0.37,µmol photons/m2/s
lake,underwater_par,1997,uw_par,HOR,HOR UwPAR,1.175,µmol photons/m2/s
lake,underwater_par,1997,uw_par,ELB,ELB UwPAR,11.215,µmol photons/m2/s
lake,underwater_par,1997,uw_par,WLB,WLB UwPAR,8.025,µmol photons/m2/s
lake,underwater_par,1998,uw_par,FRX,FRX UwPAR,0.83,µmol photons/m2/s
lake,underwater_par,1998,uw_par,HOR,HOR UwPAR,2.2,µmol photons/m2/s
lake,underwater_par,1998,uw_par,ELB,ELB UwPAR,14.58,µmol photons/m2/s
lake,underwater_par,1998,uw_par,WLB,WLB UwPAR,18.07,µmol photons/m2/s
lake,underwater_par,1999,uw_par,FRX,FRX UwPAR,0.793,µmol photons/m2/s
lake,underwater_par,1999,uw_par,HOR,HOR UwPAR,1.010333333,µmol photons/m2/s
lake,underwater_par,1999,uw_par,ELB,ELB UwPAR,13.16866667,µmol photons/m2/s
lake,underwater_par,1999,uw_par,WLB,WLB UwPAR,10.61666667,µmol photons/m2/s
lake,underwater_par,2000,uw_par,FRX,FRX UwPAR,0.4705,µmol photons/m2/s
lake,underwater_par,2000,uw_par,HOR,HOR UwPAR,1.1725,µmol photons/m2/s
lake,underwater_par,2000,uw_par,ELB,ELB UwPAR,10.761,µmol photons/m2/s
lake,underwater_par,2000,uw_par,WLB,WLB UwPAR,17.38666667,µmol photons/m2/s
lake,underwater_par,2001,uw_par,FRX,FRX UwPAR,0.491333333,µmol photons/m2/s
lake,underwater_par,2001,uw_par,HOR,HOR UwPAR,6.914,µmol photons/m2/s
lake,underwater_par,2001,uw_par,ELB,ELB UwPAR,10.23,µmol photons/m2/s
lake,underwater_par,2001,uw_par,WLB,WLB UwPAR,10.569,µmol photons/m2/s
lake,underwater_par,2002,uw_par,FRX,FRX UwPAR,0.7915,µmol photons/m2/s
lake,underwater_par,2002,uw_par,HOR,HOR UwPAR,12.005,µmol photons/m2/s
lake,underwater_par,2002,uw_par,ELB,ELB UwPAR,13.48333333,µmol photons/m2/s
lake,underwater_par,2002,uw_par,WLB,WLB UwPAR,13.77333333,µmol photons/m2/s
lake,underwater_par,2003,uw_par,FRX,FRX UwPAR,0.334,µmol photons/m2/s
lake,underwater_par,2003,uw_par,HOR,HOR UwPAR,12.06866667,µmol photons/m2/s
lake,underwater_par,2003,uw_par,ELB,ELB UwPAR,9.1895,µmol photons/m2/s
lake,underwater_par,2003,uw_par,WLB,WLB UwPAR,7.314,µmol photons/m2/s
lake,underwater_par,2004,uw_par,FRX,FRX UwPAR,0.1885,µmol photons/m2/s
lake,underwater_par,2004,uw_par,HOR,HOR UwPAR,12.85,µmol photons/m2/s
lake,underwater_par,2004,uw_par,ELB,ELB UwPAR,8.0895,µmol photons/m2/s
lake,underwater_par,2004,uw_par,WLB,WLB UwPAR,19.18,µmol photons/m2/s
lake,underwater_par,2005,uw_par,FRX,FRX UwPAR,0.4869,µmol photons/m2/s
lake,underwater_par,2005,uw_par,HOR,HOR UwPAR,11.14,µmol photons/m2/s
lake,underwater_par,2005,uw_par,ELB,ELB UwPAR,6.353333333,µmol photons/m2/s
lake,underwater_par,2005,uw_par,WLB,WLB UwPAR,7.5875,µmol photons/m2/s
lake,underwater_par,2006,uw_par,FRX,FRX UwPAR,0.4694,µmol photons/m2/s
lake,underwater_par,2006,uw_par,HOR,HOR UwPAR,5.437,µmol photons/m2/s
lake,underwater_par,2006,uw_par,ELB,ELB UwPAR,12.412,µmol photons/m2/s
lake,underwater_par,2006,uw_par,WLB,WLB UwPAR,7.539,µmol photons/m2/s
lake,underwater_par,2007,uw_par,FRX,FRX UwPAR,0.3265,µmol photons/m2/s
lake,underwater_par,2007,uw_par,HOR,HOR UwPAR,4.716333333,µmol photons/m2/s
lake,underwater_par,2007,uw_par,ELB,ELB UwPAR,20.95,µmol photons/m2/s
lake,underwater_par,2007,uw_par,WLB,WLB UwPAR,14.075,µmol photons/m2/s
lake,underwater_par,2008,uw_par,FRX,FRX UwPAR,0.627266667,µmol photons/m2/s
lake,underwater_par,2008,uw_par,HOR,HOR UwPAR,9.1705,µmol photons/m2/s
lake,underwater_par,2008,uw_par,ELB,ELB UwPAR,21.91,µmol photons/m2/s
lake,underwater_par,2008,uw_par,WLB,WLB UwPAR,7.6885,µmol photons/m2/s
lake,underwater_par,2009,uw_par,FRX,FRX UwPAR,1.9483,µmol photons/m2/s
lake,underwater_par,2009,uw_par,HOR,HOR UwPAR,11.353,µmol photons/m2/s
lake,underwater_par,2009,uw_par,ELB,ELB UwPAR,17.63,µmol photons/m2/s
lake,underwater_par,2009,uw_par,WLB,WLB UwPAR,9.742,µmol photons/m2/s
lake,underwater_par,2010,uw_par,FRX,FRX UwPAR,2.654,µmol photons/m2/s
lake,underwater_par,2010,uw_par,HOR,HOR UwPAR,4.6045,µmol photons/m2/s
lake,underwater_par,2010,uw_par,ELB,ELB UwPAR,15.26666667,µmol photons/m2/s
lake,underwater_par,2010,uw_par,WLB,WLB UwPAR,11.55,µmol photons/m2/s
lake,underwater_par,2011,uw_par,FRX,FRX UwPAR,4.038,µmol photons/m2/s
lake,underwater_par,2011,uw_par,HOR,HOR UwPAR,,µmol photons/m2/s
lake,underwater_par,2011,uw_par,ELB,ELB UwPAR,,µmol photons/m2/s
lake,underwater_par,2011,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s
lake,underwater_par,2012,uw_par,FRX,FRX UwPAR,1.5605,µmol photons/m2/s
lake,underwater_par,2012,uw_par,HOR,HOR UwPAR,3.2785,µmol photons/m2/s
lake,underwater_par,2012,uw_par,ELB,ELB UwPAR,11.714,µmol photons/m2/s
lake,underwater_par,2012,uw_par,WLB,WLB UwPAR,14.15,µmol photons/m2/s
lake,underwater_par,2013,uw_par,FRX,FRX UwPAR,3.345,µmol photons/m2/s
lake,underwater_par,2013,uw_par,HOR,HOR UwPAR,2.75,µmol photons/m2/s
lake,underwater_par,2013,uw_par,ELB,ELB UwPAR,10.905,µmol photons/m2/s
lake,underwater_par,2013,uw_par,WLB,WLB UwPAR,11.675,µmol photons/m2/s
lake,lake_chla,1988,chla,FRX,FRX Chl-a,,mg/m2
lake,lake_chla,1988,chla,HOR,HOR Chl-a,,mg/m2
lake,lake_chla,1988,chla,ELB,ELB Chl-a,,mg/m2
lake,lake_chla,1988,chla,WLB,WLB Chl-a,,mg/m2
lake,lake_chla,1989,chla,FRX,FRX Chl-a,,mg/m2
lake,lake_chla,1989,chla,HOR,HOR Chl-a,,mg/m2
lake,lake_chla,1989,chla,ELB,ELB Chl-a,,mg/m2
lake,lake_chla,1989,chla,WLB,WLB Chl-a,,mg/m2
lake,lake_chla,1990,chla,FRX,FRX Chl-a,,mg/m2
lake,lake_chla,1990,chla,HOR,HOR Chl-a,,mg/m2
lake,lake_chla,1990,chla,ELB,ELB Chl-a,11.04921486,mg/m2
lake,lake_chla,1990,chla,WLB,WLB Chl-a,,mg/m2
lake,lake_chla,1991,chla,FRX,FRX Chl-a,,mg/m2
lake,lake_chla,1991,chla,HOR,HOR Chl-a,,mg/m2
lake,lake_chla,1991,chla,ELB,ELB Chl-a,12.260085,mg/m2
lake,lake_chla,1991,chla,WLB,WLB Chl-a,,mg/m2
lake,lake_chla,1992,chla,FRX,FRX Chl-a,,mg/m2
lake,lake_chla,1992,chla,HOR,HOR Chl-a,,mg/m2
lake,lake_chla,1992,chla,ELB,ELB Chl-a,17.1595625,mg/m2
lake,lake_chla,1992,chla,WLB,WLB Chl-a,,mg/m2
lake,lake_chla,1993,chla,FRX,FRX Chl-a,,mg/m2
lake,lake_chla,1993,chla,HOR,HOR Chl-a,,mg/m2
lake,lake_chla,1993,chla,ELB,ELB Chl-a,16.74345,mg/m2
lake,lake_chla,1993,chla,WLB,WLB Chl-a,28.63945833,mg/m2
lake,lake_chla,1994,chla,FRX,FRX Chl-a,47.3434057,mg/m2
lake,lake_chla,1994,chla,HOR,HOR Chl-a,37.08637855,mg/m2
lake,lake_chla,1994,chla,ELB,ELB Chl-a,14.47458601,mg/m2
lake,lake_chla,1994,chla,WLB,WLB Chl-a,30.56698322,mg/m2
lake,lake_chla,1995,chla,FRX,FRX Chl-a,41.79380939,mg/m2
lake,lake_chla,1995,chla,HOR,HOR Chl-a,49.2813715,mg/m2
lake,lake_chla,1995,chla,ELB,ELB Chl-a,12.43778214,mg/m2
lake,lake_chla,1995,chla,WLB,WLB Chl-a,32.61434562,mg/m2
lake,lake_chla,1996,chla,FRX,FRX Chl-a,32.84780766,mg/m2
lake,lake_chla,1996,chla,HOR,HOR Chl-a,25.39130137,mg/m2
lake,lake_chla,1996,chla,ELB,ELB Chl-a,8.757800973,mg/m2
lake,lake_chla,1996,chla,WLB,WLB Chl-a,18.60233202,mg/m2
lake,lake_chla,1997,chla,FRX,FRX Chl-a,43.93930425,mg/m2
lake,lake_chla,1997,chla,HOR,HOR Chl-a,38.62771408,mg/m2
lake,lake_chla,1997,chla,ELB,ELB Chl-a,6.873801858,mg/m2
lake,lake_chla,1997,chla,WLB,WLB Chl-a,12.41099148,mg/m2
lake,lake_chla,1998,chla,FRX,FRX Chl-a,59.22083973,mg/m2
lake,lake_chla,1998,chla,HOR,HOR Chl-a,40.93565717,mg/m2
lake,lake_chla,1998,chla,ELB,ELB Chl-a,9.222620689,mg/m2
lake,lake_chla,1998,chla,WLB,WLB Chl-a,25.57662606,mg/m2
lake,lake_chla,1999,chla,FRX,FRX Chl-a,67.78873223,mg/m2
lake,lake_chla,1999,chla,HOR,HOR Chl-a,34.19396207,mg/m2
lake,lake_chla,1999,chla,ELB,ELB Chl-a,10.86780114,mg/m2
lake,lake_chla,1999,chla,WLB,WLB Chl-a,21.41051855,mg/m2
lake,lake_chla,2000,chla,FRX,FRX Chl-a,62.46210192,mg/m2
lake,lake_chla,2000,chla,HOR,HOR Chl-a,35.82242774,mg/m2
lake,lake_chla,2000,chla,ELB,ELB Chl-a,12.50194954,mg/m2
lake,lake_chla,2000,chla,WLB,WLB Chl-a,24.83011242,mg/m2
lake,lake_chla,2001,chla,FRX,FRX Chl-a,55.14483041,mg/m2
lake,lake_chla,2001,chla,HOR,HOR Chl-a,43.98965972,mg/m2
lake,lake_chla,2001,chla,ELB,ELB Chl-a,12.44488329,mg/m2
lake,lake_chla,2001,chla,WLB,WLB Chl-a,22.8253702,mg/m2
lake,lake_chla,2002,chla,FRX,FRX Chl-a,48.21220178,mg/m2
lake,lake_chla,2002,chla,HOR,HOR Chl-a,29.57241404,mg/m2
lake,lake_chla,2002,chla,ELB,ELB Chl-a,6.946331354,mg/m2
lake,lake_chla,2002,chla,WLB,WLB Chl-a,13.06065044,mg/m2
lake,lake_chla,2003,chla,FRX,FRX Chl-a,55.1732138,mg/m2
lake,lake_chla,2003,chla,HOR,HOR Chl-a,40.35363266,mg/m2
lake,lake_chla,2003,chla,ELB,ELB Chl-a,25.37509501,mg/m2
lake,lake_chla,2003,chla,WLB,WLB Chl-a,34.43867791,mg/m2
lake,lake_chla,2004,chla,FRX,FRX Chl-a,59.23473488,mg/m2
lake,lake_chla,2004,chla,HOR,HOR Chl-a,39.3631162,mg/m2
lake,lake_chla,2004,chla,ELB,ELB Chl-a,28.56897515,mg/m2
lake,lake_chla,2004,chla,WLB,WLB Chl-a,34.37768915,mg/m2
lake,lake_chla,2005,chla,FRX,FRX Chl-a,46.52026537,mg/m2
lake,lake_chla,2005,chla,HOR,HOR Chl-a,52.32368544,mg/m2
lake,lake_chla,2005,chla,ELB,ELB Chl-a,28.10265713,mg/m2
lake,lake_chla,2005,chla,WLB,WLB Chl-a,46.32960597,mg/m2
lake,lake_chla,2006,chla,FRX,FRX Chl-a,28.07990508,mg/m2
lake,lake_chla,2006,chla,HOR,HOR Chl-a,36.9358041,mg/m2
lake,lake_chla,2006,chla,ELB,ELB Chl-a,20.05542568,mg/m2
lake,lake_chla,2006,chla,WLB,WLB Chl-a,35.10026611,mg/m2
lake,lake_chla,2007,chla,FRX,FRX Chl-a,45.33011601,mg/m2
lake,lake_chla,2007,chla,HOR,HOR Chl-a,37.68652708,mg/m2
lake,lake_chla,2007,chla,ELB,ELB Chl-a,16.82129559,mg/m2
lake,lake_chla,2007,chla,WLB,WLB Chl-a,32.27857087,mg/m2
lake,lake_chla,2008,chla,FRX,FRX Chl-a,40.72299874,mg/m2
lake,lake_chla,2008,chla,HOR,HOR Chl-a,35.1857171,mg/m2
lake,lake_chla,2008,chla,ELB,ELB Chl-a,19.55362089,mg/m2
lake,lake_chla,2008,chla,WLB,WLB Chl-a,32.78345787,mg/m2
lake,lake_chla,2009,chla,FRX,FRX Chl-a,33.51478999,mg/m2
lake,lake_chla,2009,chla,HOR,HOR Chl-a,24.98402882,mg/m2
lake,lake_chla,2009,chla,ELB,ELB Chl-a,10.55996444,mg/m2
lake,lake_chla,2009,chla,WLB,WLB Chl-a,20.08626322,mg/m2
lake,lake_chla,2010,chla,FRX,FRX Chl-a,40.1645616,mg/m2
lake,lake_chla,2010,chla,HOR,HOR Chl-a,28.63784044,mg/m2
lake,lake_chla,2010,chla,ELB,ELB Chl-a,15.23623655,mg/m2
lake,lake_chla,2010,chla,WLB,WLB Chl-a,25.95765884,mg/m2
lake,lake_chla,2011,chla,FRX,FRX Chl-a,43.90358218,mg/m2
lake,lake_chla,2011,chla,HOR,HOR Chl-a,34.16509321,mg/m2
lake,lake_chla,2011,chla,ELB,ELB Chl-a,14.26654174,mg/m2
lake,lake_chla,2011,chla,WLB,WLB Chl-a,32.12385683,mg/m2
lake,lake_chla,2012,chla,FRX,FRX Chl-a,36.09995905,mg/m2
lake,lake_chla,2012,chla,HOR,HOR Chl-a,30.29800994,mg/m2
lake,lake_chla,2012,chla,ELB,ELB Chl-a,15.40191184,mg/m2
lake,lake_chla,2012,chla,WLB,WLB Chl-a,31.15737964,mg/m2
lake,lake_chla,2013,chla,FRX,FRX Chl-a,47.3840399,mg/m2
lake,lake_chla,2013,chla,HOR,HOR Chl-a,39.57785889,mg/m2
lake,lake_chla,2013,chla,ELB,ELB Chl-a,23.33403649,mg/m2
lake,lake_chla,2013,chla,WLB,WLB Chl-a,28.02031188,mg/m2
stream,frx_basin_dsch,1988,disch,Aiken,Aiken,,10^6 m3/s
stream,frx_basin_dsch,1988,disch,Canada,Canada,,10^6 m3/s
stream,frx_basin_dsch,1988,disch,Crescent,Crescent,,10^6 m3/s
stream,frx_basin_dsch,1988,disch,Delta,Delta,,10^6 m3/s
stream,frx_basin_dsch,1988,disch,Green,Green,,10^6 m3/s
stream,frx_basin_dsch,1988,disch,Huey,Huey,,10^6 m3/s
stream,frx_basin_dsch,1988,disch,Lost Seal,Lost Seal,,10^6 m3/s
stream,frx_basin_dsch,1988,disch,Von Guerard,Von Guerard,,10^6 m3/s
stream,frx_basin_dsch,1988,disch,Commonwealth,Commonwealth,,10^6 m3/s
stream,frx_basin_dsch,1988,disch,Total_FRX_basin,FRX_Q_x10e6,,10^6 m3/s
stream,frx_basin_dsch,1989,disch,Aiken,Aiken,,10^6 m3/s
stream,frx_basin_dsch,1989,disch,Canada,Canada,,10^6 m3/s
stream,frx_basin_dsch,1989,disch,Crescent,Crescent,,10^6 m3/s
stream,frx_basin_dsch,1989,disch,Delta,Delta,,10^6 m3/s
stream,frx_basin_dsch,1989,disch,Green,Green,,10^6 m3/s
stream,frx_basin_dsch,1989,disch,Huey,Huey,,10^6 m3/s
stream,frx_basin_dsch,1989,disch,Lost Seal,Lost Seal,,10^6 m3/s
stream,frx_basin_dsch,1989,disch,Von Guerard,Von Guerard,,10^6 m3/s
stream,frx_basin_dsch,1989,disch,Commonwealth,Commonwealth,,10^6 m3/s
stream,frx_basin_dsch,1989,disch,Total_FRX_basin,FRX_Q_x10e6,,10^6 m3/s
stream,frx_basin_dsch,1990,disch,Aiken,Aiken,,10^6 m3/s
stream,frx_basin_dsch,1990,disch,Canada,Canada,,10^6 m3/s
stream,frx_basin_dsch,1990,disch,Crescent,Crescent,,10^6 m3/s
stream,frx_basin_dsch,1990,disch,Delta,Delta,,10^6 m3/s
stream,frx_basin_dsch,1990,disch,Green,Green,,10^6 m3/s
stream,frx_basin_dsch,1990,disch,Huey,Huey,,10^6 m3/s
stream,frx_basin_dsch,1990,disch,Lost Seal,Lost Seal,,10^6 m3/s
stream,frx_basin_dsch,1990,disch,Von Guerard,Von Guerard,,10^6 m3/s
stream,frx_basin_dsch,1990,disch,Commonwealth,Commonwealth,,10^6 m3/s
stream,frx_basin_dsch,1990,disch,Total_FRX_basin,FRX_Q_x10e6,,10^6 m3/s
stream,frx_basin_dsch,1991,disch,Aiken,Aiken,302.4014996,10^6 m3/s
stream,frx_basin_dsch,1991,disch,Canada,Canada,515.9985365,10^6 m3/s
stream,frx_basin_dsch,1991,disch,Crescent,Crescent,250.1566234,10^6 m3/s
stream,frx_basin_dsch,1991,disch,Delta,Delta,59.80309312,10^6 m3/s
stream,frx_basin_dsch,1991,disch,Green,Green,337.3449084,10^6 m3/s
stream,frx_basin_dsch,1991,disch,Huey,Huey,202.8926982,10^6 m3/s
stream,frx_basin_dsch,1991,disch,Lost Seal,Lost Seal,545.2668771,10^6 m3/s
stream,frx_basin_dsch,1991,disch,Von Guerard,Von Guerard,176.882125,10^6 m3/s
stream,frx_basin_dsch,1991,disch,Commonwealth,Commonwealth,743.6875955,10^6 m3/s
stream,frx_basin_dsch,1991,disch,Total_FRX_basin,FRX_Q_x10e6,3134.433957,10^6 m3/s
stream,frx_basin_dsch,1992,disch,Aiken,Aiken,315.2527639,10^6 m3/s
stream,frx_basin_dsch,1992,disch,Canada,Canada,305.1093387,10^6 m3/s
stream,frx_basin_dsch,1992,disch,Crescent,Crescent,119.2382708,10^6 m3/s
stream,frx_basin_dsch,1992,disch,Delta,Delta,179.5968211,10^6 m3/s
stream,frx_basin_dsch,1992,disch,Green,Green,226.819313,10^6 m3/s
stream,frx_basin_dsch,1992,disch,Huey,Huey,73.95887192,10^6 m3/s
stream,frx_basin_dsch,1992,disch,Lost Seal,Lost Seal,485.5107438,10^6 m3/s
stream,frx_basin_dsch,1992,disch,Von Guerard,Von Guerard,158.7845937,10^6 m3/s
stream,frx_basin_dsch,1992,disch,Commonwealth,Commonwealth,426.0251969,10^6 m3/s
stream,frx_basin_dsch,1992,disch,Total_FRX_basin,FRX_Q_x10e6,2290.295914,10^6 m3/s
stream,frx_basin_dsch,1993,disch,Aiken,Aiken,,10^6 m3/s
stream,frx_basin_dsch,1993,disch,Canada,Canada,,10^6 m3/s
stream,frx_basin_dsch,1993,disch,Crescent,Crescent,,10^6 m3/s
stream,frx_basin_dsch,1993,disch,Delta,Delta,,10^6 m3/s
stream,frx_basin_dsch,1993,disch,Green,Green,,10^6 m3/s
stream,frx_basin_dsch,1993,disch,Huey,Huey,,10^6 m3/s
stream,frx_basin_dsch,1993,disch,Lost Seal,Lost Seal,,10^6 m3/s
stream,frx_basin_dsch,1993,disch,Von Guerard,Von Guerard,,10^6 m3/s
stream,frx_basin_dsch,1993,disch,Commonwealth,Commonwealth,,10^6 m3/s
stream,frx_basin_dsch,1993,disch,Total_FRX_basin,FRX_Q_x10e6,,10^6 m3/s
stream,frx_basin_dsch,1994,disch,Aiken,Aiken,96.13826573,10^6 m3/s
stream,frx_basin_dsch,1994,disch,Canada,Canada,135.656352,10^6 m3/s
stream,frx_basin_dsch,1994,disch,Crescent,Crescent,75.25290547,10^6 m3/s
stream,frx_basin_dsch,1994,disch,Delta,Delta,97.0231657,10^6 m3/s
stream,frx_basin_dsch,1994,disch,Green,Green,66.31408672,10^6 m3/s
stream,frx_basin_dsch,1994,disch,Huey,Huey,53.81105591,10^6 m3/s
stream,frx_basin_dsch,1994,disch,Lost Seal,Lost Seal,203.9468161,10^6 m3/s
stream,frx_basin_dsch,1994,disch,Von Guerard,Von Guerard,82.19750931,10^6 m3/s
stream,frx_basin_dsch,1994,disch,Commonwealth,Commonwealth,118.8229815,10^6 m3/s
stream,frx_basin_dsch,1994,disch,Total_FRX_basin,FRX_Q_x10e6,929.1631384,10^6 m3/s
stream,frx_basin_dsch,1995,disch,Aiken,Aiken,45.38775626,10^6 m3/s
stream,frx_basin_dsch,1995,disch,Canada,Canada,47.1085974,10^6 m3/s
stream,frx_basin_dsch,1995,disch,Crescent,Crescent,34.00764142,10^6 m3/s
stream,frx_basin_dsch,1995,disch,Delta,Delta,37.04552309,10^6 m3/s
stream,frx_basin_dsch,1995,disch,Green,Green,33.63868354,10^6 m3/s
stream,frx_basin_dsch,1995,disch,Huey,Huey,0,10^6 m3/s
stream,frx_basin_dsch,1995,disch,Lost Seal,Lost Seal,34.02977967,10^6 m3/s
stream,frx_basin_dsch,1995,disch,Von Guerard,Von Guerard,21.7636382,10^6 m3/s
stream,frx_basin_dsch,1995,disch,Commonwealth,Commonwealth,65.59443476,10^6 m3/s
stream,frx_basin_dsch,1995,disch,Total_FRX_basin,FRX_Q_x10e6,318.5760543,10^6 m3/s
stream,frx_basin_dsch,1996,disch,Aiken,Aiken,61.7181574,10^6 m3/s
stream,frx_basin_dsch,1996,disch,Canada,Canada,116.2076657,10^6 m3/s
stream,frx_basin_dsch,1996,disch,Crescent,Crescent,43.63371954,10^6 m3/s
stream,frx_basin_dsch,1996,disch,Delta,Delta,0,10^6 m3/s
stream,frx_basin_dsch,1996,disch,Green,Green,74.88068296,10^6 m3/s
stream,frx_basin_dsch,1996,disch,Huey,Huey,0,10^6 m3/s
stream,frx_basin_dsch,1996,disch,Lost Seal,Lost Seal,81.80742717,10^6 m3/s
stream,frx_basin_dsch,1996,disch,Von Guerard,Von Guerard,18.61190714,10^6 m3/s
